id_generado;ùTienes equipo/s de Aire Acondicionado en tu hogar?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùCuÿntos Aires Acondicionados tienes en tu hogar? [Comunes];ùCuÿntos Aires Acondicionados tienes en tu hogar? [©Inverterî];ùCuÿntos Aires Acondicionados tienes en tu hogar? [No s? de qu? tipo, pero tengo esta cantidad:];ùQu? potencia tienen tus equipos? [9.000 BTU];ùQu? potencia tienen tus equipos? [12.000 BTU];ùQu? potencia tienen tus equipos? [18.000 BTU];ùQu? potencia tienen tus equipos? [24.000 BTU];ùUsas Aire Acondicionado en Invierno?;En INVIERNO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en INVIERNO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de INVIERNO?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùUsas Aire Acondicionado en Verano?;En VERANO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en VERANO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de VERANO?;ùEn qu? tipo de vivienda resides?;ùCuÿntos metros cuadrados construidos tiene tu hogar? (aproximadamente);ùCuÿntas personas viven habitualmente en el hogar?;ùCuÿntos aÏos hace que vives en tu domicilio actual?
5630940664;No;S­;Calefacci½n central;;;;;;;;;;;;;;;;;;Apartamento;Entre 80m2 y 120m2;4;Entre dos y cinco aÏos
5634081219;SI;;;1;;1;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;40m2 o menos;2;Mÿs de cinco aÏos
5631341750;SI;;;1;;;;1;;;No;;;;Si;Calefacci½n central;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 4 y 5 horas;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
7358488314;SI;;;2;;;1;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5632020334;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;1;Mÿs de cinco aÏos
8603879585;SI;;;1;;;;1;;;No;;;;Si;Estufa a supergas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Menos de un aÏo
5637810623;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
5631451271;SI;;;2;;;1;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
5633491115;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;No;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
5635961384;SI;;;4;;;2;2;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5634300939;SI;;;;;3;3;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
8334560076;SI;;;3;;;2;1;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
3429700806;SI;;;;1;;;;1;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 4 y 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;1 hora o menos;Casa;40m2 o menos;4;Mÿs de cinco aÏos
5638450856;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
5635030005;SI;;;;1;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Radiador el?ctrico (no s? si es de aceite);No;;;;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
5638641676;SI;;;2;;;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 80m2 y 120m2;1;Mÿs de cinco aÏos
5639460828;SI;;;2;;;1;;1;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 4 y 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
9850601580;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;1;Menos de un aÏo
5647370733;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;No;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
4124648289;SI;;;1;1;;;1;;1;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Menos de un aÏo
5641481509;SI;;;;1;;;;1;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;40m2 o menos;1;Mÿs de cinco aÏos
7402811022;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Apartamento;Entre 40m2 y 80m2;5;Menos de un aÏo
1119081917;SI;;;Mÿs de 4;;;;4;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 4 y 5 horas;Casa;Mÿs de 120m2;4;Entre dos y cinco aÏos
7128330630;SI;;;2;;;1;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;;No;;;;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5645930551;SI;;;;3;;;1;1;1;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Mÿs de 120m2;4;Entre dos y cinco aÏos
5082062759;SI;;;1;1;;1;;1;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;No;;No;;;;Apartamento;Entre 80m2 y 120m2;2;Entre dos y cinco aÏos
5641071399;SI;;;2;2;;;2;2;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Entre uno y dos aÏos
4697382215;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;4;Menos de un aÏo
2099203578;SI;;;3;2;;1;2;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;6;Mÿs de cinco aÏos
4876749340;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
5646911302;SI;;;;;;2;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
6763866273;No;No;;;;;;;;;;;;;;;;;;;Apartamento;40m2 o menos;1;Menos de un aÏo
5647421798;SI;;;2;;;1;;;;No;;;;No;;No;;;;Casa;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
5647431317;No;No;;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Menos de un aÏo
5583500466;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
5644590178;SI;;;2;;;2;2;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
366530664;SI;;;3;1;;2;;1;1;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;1 hora o menos;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;5;Mÿs de cinco aÏos
5650430184;SI;;;2;;;1;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
5651020335;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
5652600329;SI;;;2;;2;;1;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5098236573;SI;;;;2;;;1;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;2;Entre uno y dos aÏos
5650190554;SI;;;2;;;1;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
6442251661;No;S­;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa electrica;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Menos de un aÏo
8963160974;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;5;Entre uno y dos aÏos
5656171792;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;1;Mÿs de cinco aÏos
5656460552;SI;;;;1;;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5657420142;SI;;;2;;;2;;;;No;;;;Si;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
7255641164;SI;;;1;2;;2;;1;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
5659981514;SI;;;2;;;;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5658730900;SI;;;2;;;1;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;1 hora o menos;Si;Calefacci½n central, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
5652810222;SI;;;2;2;;1;3;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
7053467150;SI;;;2;;;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 4 y 5 horas;entre 4 y 5 horas;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
1315591046;SI;;;2;;;;2;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;40m2 o menos;2;Entre dos y cinco aÏos
7353650496;SI;;;;1;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;Si;panel radiante cerÿmica;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;1;Entre dos y cinco aÏos
1128121421;No;No;;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;5;Menos de un aÏo
7453790309;SI;;;;1;;;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;No;;No;;;;Apartamento;Entre 40m2 y 80m2;2;Entre dos y cinco aÏos
5664340104;SI;;;;;1;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;mas de 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;No;;;;Apartamento;40m2 o menos;1;Entre dos y cinco aÏos
5665180424;SI;;;1;;;1;;;;No;;;;Si;Calefacci½n central;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
5668330165;SI;;;2;1;;;1;2;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
5660350981;SI;;;2;;;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a supergas, Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5667420215;SI;;;;2;;;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Mÿs de 120m2;2;Mÿs de cinco aÏos
7842411893;SI;;;2;;;;1;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;entre 2 y 3 horas;1 hora o menos;Si;Estufa a supergas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5664621718;SI;;;2;;;1;1;;;No;;;;Si;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;40m2 o menos;4;Mÿs de cinco aÏos
3175623870;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;5;Mÿs de cinco aÏos
5664590218;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5666941547;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Apartamento;40m2 o menos;3;Mÿs de cinco aÏos
4591552478;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Entre uno y dos aÏos
5665850726;SI;;;1;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5661961442;SI;;;;3;;;2;1;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;2;Entre dos y cinco aÏos
5668511330;SI;;;1;;;1;;;;No;;;;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;40m2 o menos;1;Mÿs de cinco aÏos
5669371958;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;1;Mÿs de cinco aÏos
6123840176;SI;;;1;2;;;2;1;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Entre uno y dos aÏos
5669901769;SI;;;2;;;1;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
5679370598;SI;;;;;;1;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;40m2 o menos;1;Mÿs de cinco aÏos
3157869638;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;4;Entre dos y cinco aÏos
5672220455;SI;;;3;;;;3;;3;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
696740981;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Cable radiante el?ctrico, Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Caloventirl ;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Apartamento;Entre 40m2 y 80m2;4;Menos de un aÏo
6942291079;SI;;;2;;;;1;;Mÿs de 4;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
5674450632;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5674041163;SI;;;2;1;;3;;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5673060007;SI;;;2;;;2;;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;40m2 o menos;2;Entre dos y cinco aÏos
5677211281;SI;;;1;;;;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 4 y 5 horas;Si;Estufa a supergas;No;;;;Apartamento;40m2 o menos;3;Mÿs de cinco aÏos
1910010928;SI;;;Mÿs de 4;;;3;1;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
5676380099;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
3707128129;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
5672551830;SI;;;2;;;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Apartamento;40m2 o menos;3;Mÿs de cinco aÏos
5678680230;SI;;;2;;;;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
5672230578;SI;;;2;;;1;;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
9462730620;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
5678650347;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
4706751739;SI;;;;1;;;;;1;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;40m2 o menos;1;Entre dos y cinco aÏos
5682981953;SI;;;;;;;;;;No;;;;Si;Calefacci½n central, Estufa a supergas;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
5683471807;SI;;;2;;;2;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a supergas, Estufa a cuarzo, Caloventilador, Hal½gena;No;;;;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
463901862;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
6920173880;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;1;Entre uno y dos aÏos
5685311396;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 3 y 4 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;40m2 o menos;4;Menos de un aÏo
2544371007;SI;;;2;;;2;;;;No;;;;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;1;Mÿs de cinco aÏos
5687340294;SI;;;2;;;2;;;;No;;;;Si;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;mas de 5 horas;Apartamento;40m2 o menos;3;Entre dos y cinco aÏos
